"Refid","Author","Title","Abstract","Accession Number","Art. no.","Article Number","Author Address","Author keywords","Author(s) id","Cited by","Comments","Custom 4","Custom 5","Database","Database Provider","Date","distiller_reference_created_date","distiller_reference_upload_date","Document type","DOI","Eid","Epub Date","File attachment","Index keywords","ISSN","Issue","Journal","Keywords","Label","Language","Legal Note","Level","Link","min_level","NIHMSID","Notes","Number","Open access","Original Publication","Page count","Page end","Page start","Pages","Place Published","PMCID","Publication stage","Publisher","Pubmed id","Rapidscreening","Research Notes","Secondary Author","Section","Short Title","Source","Source title","Translated Title","Type","Type of Work","URL","User","Volume","Year"
165,"Imperiale, A. J., Vanclay, F.","Barriers to enhancing disaster risk reduction and community resilience: Evidence from the L'Aquila disaster","… Although increasing attention has been given in the disaster management literature to the need to engage local communities and facilitate community resilience, the shift from …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"Politics and Governance",,,,,,,,,"Cited By (since 2020): 36",,,,,,,,,,,,,,,,,"Barriers to enhancing disaster risk reduction and community resilience: Evidence from the L'Aquila disaster",,,,JOUR,,"https://research.rug.nl/en/publications/barriers-to-enhancing-disaster-risk-reduction-and-community-resil https://research.rug.nl/files/149975186/PaG_8_4_Barriers_to_Enhancing_Disaster_Risk_Reduction_and_Community_Resilience_Evidence_from_the_L_Aquila_Disaster.pdf",,,2020
166,"Jolly, S.","Evaluating community resilience in promoting ecological and social justice in groundwater governance: lessons from India","… in local wells as well as high levels of pollution resulting from the disposal of effluents. This … Therefore, it is argued that improving community resilience requires legal frameworks to …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"The Transformation of Environmental Law and …",,,,,,,,,"Cited By (since 2021): 1",,,,,,,,,,,,,,,,,"Evaluating community resilience in promoting ecological and social justice in groundwater governance: lessons from India",,,,JOUR,,https://www.elgaronline.com/abstract/edcoll/9781800889361/9781800889361.00014.xml,,,2021
167,"Jurjonas, M., Seekamp, E.","Rural coastal community resilience: Assessing a framework in eastern North Carolina","… Rural Coastal Community Resilience (RCCR) framework. We test the RCCR framework through a … Applying the RCCR framework revealed that local priorities include maintaining rural …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"Ocean &coastal management",,,,,,,,,"Cited By (since 2018): 126",,,,,,,,,,,,,,,,,"Rural coastal community resilience: Assessing a framework in eastern North Carolina",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0964569117300480,,,2018
168,"Jurjonas, M. D.","A Framework for Rural Coastal Community Resilience: Assessing Diverse Perceptions of Adaptive Capacity for Climate Change","… Using multiple methods, this research developed and tested the Rural Coastal Community Resilience framework (RCCR) to capture perceptions of adaptive capacity on the low-lying …",,,,,,,,,,,"GS Search 1",,,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,,,,,,,,,,"Cited By (since 2018): 2","Query date: 2024-09-27 10:20:05",,,,,,,,,,search.proquest.com,,,,,,"A Framework for Rural Coastal Community Resilience: Assessing Diverse Perceptions of Adaptive Capacity for Climate Change",,,,BOOK,,https://search.proquest.com/openview/70a939d69a1cb77bcff2ac3d80ca19a4/1?pq-origsite=gscholar&cbl=18750,,,2018
169,"Kammouh, O., Cimellaro, G. P.","PEOPLES: a tool to measure community resilience","… The framework is composed of seven dimensions covering all … PEOPLES framework to come up with a quantitative framework that … The community resilience is then evaluated by simply …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,10.1061/9780784481349.015,,,,,,,"Structures Conference 2018",,,,,,,,,"Cited By (since 2018): 19",,,,,,,,,,,,,,,,,"PEOPLES: a tool to measure community resilience",,,,JOUR,,"https://ascelibrary.org/doi/abs/10.1061/9780784481349.015 https://www.academia.edu/download/91976810/f08787a964c097c81eadf066c22473c9df73.pdf",,,2018
170,"Kammouh, Omar, Zamani Noori, Ali, Cimellaro, Gian Paolo, Mahin, Stephen A.","Resilience Assessment of Urban Communities","… community resilience is proposed. The method is based on the PEOPLES framework, which is a hierarchical framework … hierarchical levels of PEOPLES framework leads to one function …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,10.1061/ajrua6.0001004,,,,,2376-7642,1,"ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part A: Civil Engineering",,,,,,,,,"Cited By (since 2019): 99",,,,,,,,,,,,,,,,,"Resilience Assessment of Urban Communities",,,,JOUR,,"https://ascelibrary.org/doi/abs/10.1061/AJRUA6.0001004 https://ascelibrary.org/doi/full/10.1061/AJRUA6.0001004",,5,2019
171,"Kang, Ki Eun, Bowman, Ann O’M, Hannibal, Bryce, Woodruff, Sierra, Portney, Kent","Ecological, Engineering and Community Resilience Policy Adoption in Large US Cities","… based on accepted analytical frameworks and theories. They … Policies related to pollution reduction and prevention, energy … Our third cluster, community resilience, incorporates policies …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,10.1177/10780874221150793,,,,,"1078-0874 1552-8332",6,"Urban Affairs Review",,,,,,,,,"Cited By (since 2023): 8",,,,,,,1973-2004,,,,,,,,,1973,"Ecological, Engineering and Community Resilience Policy Adoption in Large US Cities",,,,JOUR,,https://journals.sagepub.com/doi/abs/10.1177/10780874221150793,,59,2023
172,"Kumar, A., Gupta, J., Das, N.","Community resilience, corporate social responsibility and local economic development: the case of coal mining in India","… In addition, community resilience is employed to mediate various CSR initiatives and local community development as an innovative approach to managing the COVID-19 pandemic. …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"The Extractive Industries and Society",,,,,,,,,"Cited By (since 2022): 23",,,,,,,,,,,,,,,,,"Community resilience, corporate social responsibility and local economic development: the case of coal mining in India",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2214790X22000855,,,2022
173,"Kwasinski, A., Trainor, J., Francis, R., Chen, C., Lavelle, F. M.","Further development of a conceptual framework for assessing resilience at the community scale","… framework is intended to bridge a significant gap found in some previously suggested community resilience assessment frameworks … become contaminated or are not properly secured. …",,,,,,,,,,,"GS Search 1",,,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,,,,,,,,,,"Cited By (since 2017): 6","Query date: 2024-09-27 10:20:05",,,,,,,,,,nvlpubs.nist.gov,,,,,,"Further development of a conceptual framework for assessing resilience at the community scale",,,,BOOK,,https://nvlpubs.nist.gov/nistpubs/gcr/2017/NIST.GCR.17-013.pdf,,,2017
174,"Lee, J. W.","Factors Affecting Community Resilience in the Process of Environmental Pollution Purification: Focusing on the Restoration of Soil Pollution around the Janghang …","… pollution. This study examined the community activities related to the restoration of pollution … of local communities in the process of restoring the pollution such as the internal conflicts of …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"Journal of the Korean Regional Science Association",,,,,,,,,,,,,,,,,,,,,,,,,,"Factors Affecting Community Resilience in the Process of Environmental Pollution Purification: Focusing on the Restoration of Soil Pollution around the Janghang …",,,,JOUR,,"https://koreascience.kr/article/JAKO202100753163594.page https://koreascience.kr/article/JAKO202100753163594.pdf",,,2021
175,"Lisnyj, K. T., Dickson-Anderson, S. E.","Community resilience in Walkerton, Canada: Sixteen years post-outbreak","… investigate a phenomenon (community resilience) within its real-… In May 2000, a water contamination outbreak occurred after … runoff of livestock fecal contaminants from agricultural fields …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"International Journal of Disaster Risk …",,,,,,,,,"Cited By (since 2018): 18",,,,,,,,,,,,,,,,,"Community resilience in Walkerton, Canada: Sixteen years post-outbreak",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S221242091830164X,,,2018
176,"Manyena, B., Machingura, F., O'Keefe, P.","Disaster Resilience Integrated Framework for Transformation (DRIFT): A new approach to theorising and operationalising resilience","… The frameworks that have been developed to theorise and operationalise resilience tend to … to resilience termed Disaster Resilience Integrated Framework for Transformation (DRIFT) is …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"World development",,,,,,,,,"Cited By (since 2019): 152",,,,,,,,,,,,,,,,,"Disaster Resilience Integrated Framework for Transformation (DRIFT): A new approach to theorising and operationalising resilience",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0305750X19301639,,,2019
177,"Matthews, E. C., Sattler, M., Friedland, C. J.","A critical analysis of hazard resilience measures within sustainability assessment frameworks","… anthropogenic drivers of degradation (eg, pollution). Examples of damaging environmental changes … manuals for three building and community resilience tools were evaluated to extract …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"Environmental Impact Assessment …",,,,,,,,,"Cited By (since 2014): 58",,,,,,,,,,,,,,,,,"A critical analysis of hazard resilience measures within sustainability assessment frameworks",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S019592551400050X,,,2014
178,"May, C. K.","Resilience, vulnerability, &transformation: exploring community adaptability in coastal North Carolina","… presentation of a power framework for analyzing community resilience that accounts for the … and facilitating community resilience – the sustainable livelihoods framework (SLF), …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"Ocean &coastal management",,,,,,,,,"Cited By (since 2019): 23",,,,,,,,,,,,,,,,,"Resilience, vulnerability, &transformation: exploring community adaptability in coastal North Carolina",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S096456911830560X,,,2019
179,"Mili, L., Triantis, K., Greer, A.","Integrating community resilience in power system planning","… , and cleaning of the produced wastes and pollutants. Finally, after its retirement, it should … infrastructures deliver services, we provide a framework for decision makers that can describe …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"Power Engineering: Advances and …",,,,,,,,,"Cited By (since 2018): 12",,,,,,,,,,,,,,,,,"Integrating community resilience in power system planning",,,,JOUR,,https://books.google.com/books?hl=en&lr=&id=tah8DwAAQBAJ&oi=fnd&pg=PA113&dq=framework+%22community+resilience%22+pollution%7Cpolluted%7Cpollutants%7Ccontamination%7Ccontaminated%7Ccontaminants%7Ccontaminates&ots=uErEcdg2iO&sig=Zf0ZTXX7s6olygNEWe4ueTEy-5s,,,2018
180,"Mizzen, D. R., Mizzen, D. R.","Community Resilience Workshop February 18-19, 2015","… During this workshop, we will collect feedback on the 75% draft of the Framework. Nine … With respect to water supply, groundwater wells are vulnerable to flood contamination (eg, from …",,,,,,,,,,,"GS Search 1",,,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,,,,,,,,,,"Cited By (since 2015): 1","Query date: 2024-09-27 10:20:05",,,,,,,,,,nvlpubs.nist.gov,,,,,,"Community Resilience Workshop February 18-19, 2015",,,,BOOK,,https://nvlpubs.nist.gov/nistpubs/gcr/2015/NIST.GCR.15-993.pdf,,,2015
181,"Mlenga, D. H.","Towards community resilience, focus on a rural water supply, sanitation and hygiene project in Swaziland","… It blocks the third contamination pathway of faecal pathogens … helped in enhancing community resilience to the prevailing … the resilience conceptual framework adopted for this study …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"American Journal of Rural Development",,,,,,,,,"Cited By (since 2016): 14",,,,,,,,,,,,,,,,,"Towards community resilience, focus on a rural water supply, sanitation and hygiene project in Swaziland",,,,JOUR,,https://www.academia.edu/download/48829947/ajrd-4-4-2.pdf,,,2016
182,"Mogo, E. R. I.","A mixed-methods study on urban health and community resilience in the Lagos metropolis","… conceptual framework for urban health and resilience derived from the socioecological model, the resilience framework … The framework in Figure 1 was derived by integrating the social …",,,,,,,,,,,"GS Search 1",,,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,,,,,,,,,,"Cited By (since 2016): 3","Query date: 2024-09-27 10:20:05",,,,,,,,,,search.proquest.com,,,,,,"A mixed-methods study on urban health and community resilience in the Lagos metropolis",,,,BOOK,,https://search.proquest.com/openview/b565890d68bedc79ab4edf2df537dfb7/1?pq-origsite=gscholar&cbl=18750,,,2016
183,"Moore, M., Metcalf, E. C., Metcalf, A.","Connecting Collective Memory and Community Resilience: A Case Study of Anaconda, Montana","… broad framework … contamination that extends into backyards, parks, hillsides, attics, driveways, gardens, and water sources, collective memories specifically attached to contamination or …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,"Journal of Rural and …",,,,,,,,,"Cited By (since 2023): 1",,,,,,,,,,,,,,,,,"Connecting Collective Memory and Community Resilience: A Case Study of Anaconda, Montana",,,,JOUR,,"https://journals.brandonu.ca/jrcd/article/view/2294 https://journals.brandonu.ca/jrcd/article/download/2294/620",,,2023
184,"Mosleh, L., Negahban-Azar, M., Pavao-Zuckerman, M.","Stormwater Green Infrastructure Resilience Assessment: A Social-Ecological Framework for Urban Stormwater Management","… and scopes, such as community resilience, urban resilience, … Pollution Control Act and Clean Water Act (CWA) that also obliges states to implement SWGI for non-point source pollution […",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,,,,,,,,Water,,,,,,,,,"Cited By (since 2023): 10",,,,,,,,,,,,,,,,,"Stormwater Green Infrastructure Resilience Assessment: A Social-Ecological Framework for Urban Stormwater Management",,,,JOUR,,https://www.mdpi.com/2073-4441/15/9/1786,,,2023
185,"Mukuzunga, P., Chivandire, C. R., Chirisa, I.","Towards a resilience framework for urban Zimbabwe","… and Health (2017) noted that in Malaysia, the city faced a problem of high land pollution and introduced Waste Recycling and Reuse. This framework reduced the rate of land pollution …",,,,,,,,,,,"GS Search 1",,//,"2024-10-03 23:12:33","2024-10-03 23:12:33",,10.1007/978-981-16-3288-4_13,,,,,,,"Resilience and Sustainability in …",,,,,,,,,"Cited By (since 2021): 3",,,,,,,,,,,,,,,,,"Towards a resilience framework for urban Zimbabwe",,,,JOUR,,https://link.springer.com/chapter/10.1007/978-981-16-3288-4_13,,,2021
